[2023-02-07 06:16:02] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-07 06:16:02] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.97
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 200
- args.prior_precision   : 2.5
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0200_lr-0.0000003_mo-0.97_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-07 06:16:37] [Cycle   1/ 30][Epoch   1/200] trn/posterior_energy -3.295e+04, trn/neg_log_likelihood  8.892e+04, trn/neg_log_prior -1.219e+05, trn/lr  3.000e-07, trn/temperature  1.000e+00, val/acc 2.410e-01, val/nll 1.905e+00
[2023-02-07 07:23:07] [Cycle   5/ 30][Epoch 179/200] trn/posterior_energy  2.586e+04, trn/neg_log_likelihood  1.228e+04, trn/neg_log_prior  1.357e+04, trn/lr  8.475e-09, trn/temperature  1.000e+00, val/acc 8.119e-01, val/nll 5.935e-01
[2023-02-07 07:23:11] [Cycle   5/ 30][Epoch 180/200] trn/posterior_energy  2.587e+04, trn/neg_log_likelihood  1.229e+04, trn/neg_log_prior  1.358e+04, trn/lr  7.712e-09, trn/temperature  1.000e+00, val/acc 8.116e-01, val/nll 5.945e-01
[2023-02-07 07:23:16] [Cycle   5/ 30][Epoch 181/200] trn/posterior_energy  2.583e+04, trn/neg_log_likelihood  1.226e+04, trn/neg_log_prior  1.357e+04, trn/lr  6.984e-09, trn/temperature  1.000e+00, val/acc 8.149e-01, val/nll 5.921e-01
[2023-02-07 07:23:20] [Cycle   5/ 30][Epoch 182/200] trn/posterior_energy  2.581e+04, trn/neg_log_likelihood  1.225e+04, trn/neg_log_prior  1.355e+04, trn/lr  6.291e-09, trn/temperature  1.000e+00, val/acc 8.152e-01, val/nll 5.897e-01
[2023-02-07 07:23:24] [Cycle   5/ 30][Epoch 183/200] trn/posterior_energy  2.579e+04, trn/neg_log_likelihood  1.224e+04, trn/neg_log_prior  1.354e+04, trn/lr  5.634e-09, trn/temperature  1.000e+00, val/acc 8.137e-01, val/nll 5.896e-01
[2023-02-07 07:23:28] [Cycle   5/ 30][Epoch 184/200] trn/posterior_energy  2.576e+04, trn/neg_log_likelihood  1.220e+04, trn/neg_log_prior  1.356e+04, trn/lr  5.012e-09, trn/temperature  1.000e+00, val/acc 8.134e-01, val/nll 5.943e-01
[2023-02-07 07:23:32] [Cycle   5/ 30][Epoch 185/200] trn/posterior_energy  2.577e+04, trn/neg_log_likelihood  1.221e+04, trn/neg_log_prior  1.356e+04, trn/lr  4.426e-09, trn/temperature  1.000e+00, val/acc 8.134e-01, val/nll 5.932e-01
[2023-02-07 07:23:36] [Cycle   5/ 30][Epoch 186/200] trn/posterior_energy  2.576e+04, trn/neg_log_likelihood  1.221e+04, trn/neg_log_prior  1.355e+04, trn/lr  3.876e-09, trn/temperature  1.000e+00, val/acc 8.124e-01, val/nll 5.911e-01
[2023-02-07 07:23:40] [Cycle   5/ 30][Epoch 187/200] trn/posterior_energy  2.570e+04, trn/neg_log_likelihood  1.215e+04, trn/neg_log_prior  1.355e+04, trn/lr  3.362e-09, trn/temperature  1.000e+00, val/acc 8.132e-01, val/nll 5.907e-01
[2023-02-07 07:23:44] [Cycle   5/ 30][Epoch 188/200] trn/posterior_energy  2.571e+04, trn/neg_log_likelihood  1.217e+04, trn/neg_log_prior  1.355e+04, trn/lr  2.884e-09, trn/temperature  1.000e+00, val/acc 8.136e-01, val/nll 5.941e-01
[2023-02-07 07:23:48] [Cycle   5/ 30][Epoch 189/200] trn/posterior_energy  2.572e+04, trn/neg_log_likelihood  1.217e+04, trn/neg_log_prior  1.355e+04, trn/lr  2.443e-09, trn/temperature  1.000e+00, val/acc 8.116e-01, val/nll 5.946e-01
[2023-02-07 07:23:52] [Cycle   5/ 30][Epoch 190/200] trn/posterior_energy  2.571e+04, trn/neg_log_likelihood  1.216e+04, trn/neg_log_prior  1.354e+04, trn/lr  2.038e-09, trn/temperature  1.000e+00, val/acc 8.116e-01, val/nll 5.922e-01
[2023-02-07 07:23:56] [Cycle   5/ 30][Epoch 191/200] trn/posterior_energy  2.566e+04, trn/neg_log_likelihood  1.212e+04, trn/neg_log_prior  1.354e+04, trn/lr  1.669e-09, trn/temperature  1.000e+00, val/acc 8.124e-01, val/nll 5.909e-01
[2023-02-07 07:24:00] [Cycle   5/ 30][Epoch 192/200] trn/posterior_energy  2.565e+04, trn/neg_log_likelihood  1.211e+04, trn/neg_log_prior  1.354e+04, trn/lr  1.337e-09, trn/temperature  1.000e+00, val/acc 8.140e-01, val/nll 5.905e-01
[2023-02-07 07:24:05] [Cycle   5/ 30][Epoch 193/200] trn/posterior_energy  2.566e+04, trn/neg_log_likelihood  1.212e+04, trn/neg_log_prior  1.354e+04, trn/lr  1.042e-09, trn/temperature  1.000e+00, val/acc 8.139e-01, val/nll 5.892e-01
[2023-02-07 07:24:09] [Cycle   5/ 30][Epoch 194/200] trn/posterior_energy  2.564e+04, trn/neg_log_likelihood  1.211e+04, trn/neg_log_prior  1.354e+04, trn/lr  7.829e-10, trn/temperature  1.000e+00, val/acc 8.140e-01, val/nll 5.900e-01
[2023-02-07 07:24:13] [Cycle   5/ 30][Epoch 195/200] trn/posterior_energy  2.564e+04, trn/neg_log_likelihood  1.210e+04, trn/neg_log_prior  1.353e+04, trn/lr  5.612e-10, trn/temperature  1.000e+00, val/acc 8.146e-01, val/nll 5.909e-01
[2023-02-07 07:24:17] [Cycle   5/ 30][Epoch 196/200] trn/posterior_energy  2.562e+04, trn/neg_log_likelihood  1.209e+04, trn/neg_log_prior  1.354e+04, trn/lr  3.763e-10, trn/temperature  1.000e+00, val/acc 8.145e-01, val/nll 5.912e-01
[2023-02-07 07:24:21] [Cycle   5/ 30][Epoch 197/200] trn/posterior_energy  2.562e+04, trn/neg_log_likelihood  1.209e+04, trn/neg_log_prior  1.353e+04, trn/lr  2.283e-10, trn/temperature  1.000e+00, val/acc 8.140e-01, val/nll 5.914e-01
[2023-02-07 07:24:25] [Cycle   5/ 30][Epoch 198/200] trn/posterior_energy  2.561e+04, trn/neg_log_likelihood  1.208e+04, trn/neg_log_prior  1.353e+04, trn/lr  1.173e-10, trn/temperature  1.000e+00, val/acc 8.140e-01, val/nll 5.924e-01
[2023-02-07 07:24:29] [Cycle   5/ 30][Epoch 199/200] trn/posterior_energy  2.561e+04, trn/neg_log_likelihood  1.208e+04, trn/neg_log_prior  1.353e+04, trn/lr  4.323e-11, trn/temperature  1.000e+00, val/acc 8.137e-01, val/nll 5.920e-01
[2023-02-07 07:24:34] [Cycle   5/ 30][Epoch 200/200] trn/posterior_energy  2.561e+04, trn/neg_log_likelihood  1.207e+04, trn/neg_log_prior  1.353e+04, trn/lr  6.186e-12, trn/temperature  1.000e+00, val/acc 8.136e-01, val/nll 5.919e-01, val/ens_acc 8.476e-01, val/ens_nll 4.611e-01 (test_acc: 8.055e-01, test_nll: 6.112e-01, test_ens_acc: 8.430e-01, test_ens_nll: 4.678e-01)
[2023-02-07 07:24:38] [Cycle   6/ 30][Epoch   1/200] trn/posterior_energy  3.360e+04, trn/neg_log_likelihood  2.015e+04, trn/neg_log_prior  1.345e+04, trn/lr  3.000e-07, trn/temperature  1.000e+00, val/acc 7.671e-01, val/nll 7.223e-01
[2023-02-07 07:24:42] [Cycle   6/ 30][Epoch   2/200] trn/posterior_energy  3.286e+04, trn/neg_log_likelihood  1.946e+04, trn/neg_log_prior  1.340e+04, trn/lr  3.000e-07, trn/temperature  1.000e+00, val/acc 7.782e-01, val/nll 6.662e-01
[2023-02-07 07:24:46] [Cycle   6/ 30][Epoch   3/200] trn/posterior_energy  3.215e+04, trn/neg_log_likelihood  1.873e+04, trn/neg_log_prior  1.342e+04, trn/lr  2.999e-07, trn/temperature  1.000e+00, val/acc 7.841e-01, val/nll 6.410e-01
[2023-02-07 07:24:50] [Cycle   6/ 30][Epoch   4/200] trn/posterior_energy  3.255e+04, trn/neg_log_likelihood  1.896e+04, trn/neg_log_prior  1.358e+04, trn/lr  2.998e-07, trn/temperature  1.000e+00, val/acc 7.931e-01, val/nll 6.091e-01
[2023-02-07 07:24:54] [Cycle   6/ 30][Epoch   5/200] trn/posterior_energy  3.236e+04, trn/neg_log_likelihood  1.869e+04, trn/neg_log_prior  1.367e+04, trn/lr  2.996e-07, trn/temperature  1.000e+00, val/acc 8.033e-01, val/nll 5.872e-01
[2023-02-07 07:24:58] [Cycle   6/ 30][Epoch   6/200] trn/posterior_energy  3.205e+04, trn/neg_log_likelihood  1.839e+04, trn/neg_log_prior  1.366e+04, trn/lr  2.994e-07, trn/temperature  1.000e+00, val/acc 7.852e-01, val/nll 6.395e-01
[2023-02-07 07:25:02] [Cycle   6/ 30][Epoch   7/200] trn/posterior_energy  3.204e+04, trn/neg_log_likelihood  1.835e+04, trn/neg_log_prior  1.369e+04, trn/lr  2.992e-07, trn/temperature  1.000e+00, val/acc 8.061e-01, val/nll 5.791e-01
[2023-02-07 07:25:06] [Cycle   6/ 30][Epoch   8/200] trn/posterior_energy  3.261e+04, trn/neg_log_likelihood  1.896e+04, trn/neg_log_prior  1.365e+04, trn/lr  2.990e-07, trn/temperature  1.000e+00, val/acc 7.746e-01, val/nll 6.939e-01
[2023-02-07 07:25:10] [Cycle   6/ 30][Epoch   9/200] trn/posterior_energy  3.235e+04, trn/neg_log_likelihood  1.860e+04, trn/neg_log_prior  1.374e+04, trn/lr  2.987e-07, trn/temperature  1.000e+00, val/acc 7.951e-01, val/nll 6.106e-01
[2023-02-07 07:25:14] [Cycle   6/ 30][Epoch  10/200] trn/posterior_energy  3.225e+04, trn/neg_log_likelihood  1.840e+04, trn/neg_log_prior  1.385e+04, trn/lr  2.983e-07, trn/temperature  1.000e+00, val/acc 7.913e-01, val/nll 6.306e-01
[2023-02-07 07:25:18] [Cycle   6/ 30][Epoch  11/200] trn/posterior_energy  3.202e+04, trn/neg_log_likelihood  1.816e+04, trn/neg_log_prior  1.387e+04, trn/lr  2.980e-07, trn/temperature  1.000e+00, val/acc 8.063e-01, val/nll 5.726e-01
[2023-02-07 07:25:22] [Cycle   6/ 30][Epoch  12/200] trn/posterior_energy  3.265e+04, trn/neg_log_likelihood  1.875e+04, trn/neg_log_prior  1.390e+04, trn/lr  2.976e-07, trn/temperature  1.000e+00, val/acc 7.931e-01, val/nll 6.154e-01
[2023-02-07 07:25:27] [Cycle   6/ 30][Epoch  13/200] trn/posterior_energy  3.223e+04, trn/neg_log_likelihood  1.833e+04, trn/neg_log_prior  1.390e+04, trn/lr  2.971e-07, trn/temperature  1.000e+00, val/acc 7.892e-01, val/nll 6.244e-01
[2023-02-07 07:25:31] [Cycle   6/ 30][Epoch  14/200] trn/posterior_energy  3.264e+04, trn/neg_log_likelihood  1.862e+04, trn/neg_log_prior  1.403e+04, trn/lr  2.966e-07, trn/temperature  1.000e+00, val/acc 7.948e-01, val/nll 6.186e-01
[2023-02-07 07:25:35] [Cycle   6/ 30][Epoch  15/200] trn/posterior_energy  3.196e+04, trn/neg_log_likelihood  1.772e+04, trn/neg_log_prior  1.424e+04, trn/lr  2.961e-07, trn/temperature  1.000e+00, val/acc 7.960e-01, val/nll 6.194e-01
[2023-02-07 07:25:39] [Cycle   6/ 30][Epoch  16/200] trn/posterior_energy  3.271e+04, trn/neg_log_likelihood  1.839e+04, trn/neg_log_prior  1.432e+04, trn/lr  2.956e-07, trn/temperature  1.000e+00, val/acc 7.950e-01, val/nll 6.106e-01
[2023-02-07 07:25:43] [Cycle   6/ 30][Epoch  17/200] trn/posterior_energy  3.208e+04, trn/neg_log_likelihood  1.774e+04, trn/neg_log_prior  1.434e+04, trn/lr  2.950e-07, trn/temperature  1.000e+00, val/acc 7.991e-01, val/nll 6.001e-01
[2023-02-07 07:25:47] [Cycle   6/ 30][Epoch  18/200] trn/posterior_energy  3.291e+04, trn/neg_log_likelihood  1.847e+04, trn/neg_log_prior  1.444e+04, trn/lr  2.944e-07, trn/temperature  1.000e+00, val/acc 7.930e-01, val/nll 6.036e-01
[2023-02-07 07:25:51] [Cycle   6/ 30][Epoch  19/200] trn/posterior_energy  3.249e+04, trn/neg_log_likelihood  1.801e+04, trn/neg_log_prior  1.448e+04, trn/lr  2.937e-07, trn/temperature  1.000e+00, val/acc 7.820e-01, val/nll 6.616e-01
[2023-02-07 07:25:55] [Cycle   6/ 30][Epoch  20/200] trn/posterior_energy  3.211e+04, trn/neg_log_likelihood  1.776e+04, trn/neg_log_prior  1.435e+04, trn/lr  2.930e-07, trn/temperature  1.000e+00, val/acc 7.980e-01, val/nll 6.212e-01
[2023-02-07 07:25:59] [Cycle   6/ 30][Epoch  21/200] trn/posterior_energy  3.225e+04, trn/neg_log_likelihood  1.795e+04, trn/neg_log_prior  1.430e+04, trn/lr  2.923e-07, trn/temperature  1.000e+00, val/acc 7.798e-01, val/nll 6.861e-01
[2023-02-07 07:26:03] [Cycle   6/ 30][Epoch  22/200] trn/posterior_energy  3.216e+04, trn/neg_log_likelihood  1.786e+04, trn/neg_log_prior  1.430e+04, trn/lr  2.915e-07, trn/temperature  1.000e+00, val/acc 8.007e-01, val/nll 5.965e-01
[2023-02-07 07:26:08] [Cycle   6/ 30][Epoch  23/200] trn/posterior_energy  3.200e+04, trn/neg_log_likelihood  1.772e+04, trn/neg_log_prior  1.428e+04, trn/lr  2.907e-07, trn/temperature  1.000e+00, val/acc 7.954e-01, val/nll 6.040e-01
[2023-02-07 07:26:12] [Cycle   6/ 30][Epoch  24/200] trn/posterior_energy  3.219e+04, trn/neg_log_likelihood  1.795e+04, trn/neg_log_prior  1.424e+04, trn/lr  2.899e-07, trn/temperature  1.000e+00, val/acc 7.941e-01, val/nll 6.185e-01
[2023-02-07 07:26:16] [Cycle   6/ 30][Epoch  25/200] trn/posterior_energy  3.199e+04, trn/neg_log_likelihood  1.776e+04, trn/neg_log_prior  1.423e+04, trn/lr  2.890e-07, trn/temperature  1.000e+00, val/acc 7.896e-01, val/nll 6.373e-01
[2023-02-07 07:26:20] [Cycle   6/ 30][Epoch  26/200] trn/posterior_energy  3.233e+04, trn/neg_log_likelihood  1.807e+04, trn/neg_log_prior  1.426e+04, trn/lr  2.881e-07, trn/temperature  1.000e+00, val/acc 7.951e-01, val/nll 6.078e-01
[2023-02-07 07:26:24] [Cycle   6/ 30][Epoch  27/200] trn/posterior_energy  3.208e+04, trn/neg_log_likelihood  1.782e+04, trn/neg_log_prior  1.426e+04, trn/lr  2.872e-07, trn/temperature  1.000e+00, val/acc 7.963e-01, val/nll 6.202e-01
[2023-02-07 07:26:28] [Cycle   6/ 30][Epoch  28/200] trn/posterior_energy  3.221e+04, trn/neg_log_likelihood  1.804e+04, trn/neg_log_prior  1.418e+04, trn/lr  2.862e-07, trn/temperature  1.000e+00, val/acc 7.919e-01, val/nll 6.156e-01
[2023-02-07 07:26:32] [Cycle   6/ 30][Epoch  29/200] trn/posterior_energy  3.188e+04, trn/neg_log_likelihood  1.772e+04, trn/neg_log_prior  1.416e+04, trn/lr  2.852e-07, trn/temperature  1.000e+00, val/acc 7.957e-01, val/nll 6.125e-01
[2023-02-07 07:26:36] [Cycle   6/ 30][Epoch  30/200] trn/posterior_energy  3.245e+04, trn/neg_log_likelihood  1.825e+04, trn/neg_log_prior  1.420e+04, trn/lr  2.842e-07, trn/temperature  1.000e+00, val/acc 7.857e-01, val/nll 6.358e-01
[2023-02-07 07:26:40] [Cycle   6/ 30][Epoch  31/200] trn/posterior_energy  3.212e+04, trn/neg_log_likelihood  1.786e+04, trn/neg_log_prior  1.425e+04, trn/lr  2.831e-07, trn/temperature  1.000e+00, val/acc 7.831e-01, val/nll 6.524e-01
[2023-02-07 07:26:44] [Cycle   6/ 30][Epoch  32/200] trn/posterior_energy  3.175e+04, trn/neg_log_likelihood  1.747e+04, trn/neg_log_prior  1.427e+04, trn/lr  2.820e-07, trn/temperature  1.000e+00, val/acc 7.814e-01, val/nll 6.426e-01
[2023-02-07 07:26:48] [Cycle   6/ 30][Epoch  33/200] trn/posterior_energy  3.262e+04, trn/neg_log_likelihood  1.834e+04, trn/neg_log_prior  1.428e+04, trn/lr  2.809e-07, trn/temperature  1.000e+00, val/acc 7.923e-01, val/nll 6.208e-01
[2023-02-07 07:26:52] [Cycle   6/ 30][Epoch  34/200] trn/posterior_energy  3.204e+04, trn/neg_log_likelihood  1.767e+04, trn/neg_log_prior  1.437e+04, trn/lr  2.797e-07, trn/temperature  1.000e+00, val/acc 7.963e-01, val/nll 5.970e-01
[2023-02-07 07:26:57] [Cycle   6/ 30][Epoch  35/200] trn/posterior_energy  3.235e+04, trn/neg_log_likelihood  1.800e+04, trn/neg_log_prior  1.435e+04, trn/lr  2.785e-07, trn/temperature  1.000e+00, val/acc 7.982e-01, val/nll 6.008e-01
[2023-02-07 07:27:01] [Cycle   6/ 30][Epoch  36/200] trn/posterior_energy  3.204e+04, trn/neg_log_likelihood  1.765e+04, trn/neg_log_prior  1.438e+04, trn/lr  2.773e-07, trn/temperature  1.000e+00, val/acc 7.951e-01, val/nll 6.029e-01
[2023-02-07 07:27:05] [Cycle   6/ 30][Epoch  37/200] trn/posterior_energy  3.233e+04, trn/neg_log_likelihood  1.790e+04, trn/neg_log_prior  1.443e+04, trn/lr  2.760e-07, trn/temperature  1.000e+00, val/acc 7.881e-01, val/nll 6.350e-01
[2023-02-07 07:27:09] [Cycle   6/ 30][Epoch  38/200] trn/posterior_energy  3.203e+04, trn/neg_log_likelihood  1.759e+04, trn/neg_log_prior  1.444e+04, trn/lr  2.747e-07, trn/temperature  1.000e+00, val/acc 7.895e-01, val/nll 6.260e-01
[2023-02-07 07:27:13] [Cycle   6/ 30][Epoch  39/200] trn/posterior_energy  3.245e+04, trn/neg_log_likelihood  1.793e+04, trn/neg_log_prior  1.452e+04, trn/lr  2.734e-07, trn/temperature  1.000e+00, val/acc 7.820e-01, val/nll 6.568e-01
[2023-02-07 07:27:17] [Cycle   6/ 30][Epoch  40/200] trn/posterior_energy  3.225e+04, trn/neg_log_likelihood  1.771e+04, trn/neg_log_prior  1.454e+04, trn/lr  2.720e-07, trn/temperature  1.000e+00, val/acc 8.014e-01, val/nll 5.959e-01
[2023-02-07 07:27:21] [Cycle   6/ 30][Epoch  41/200] trn/posterior_energy  3.201e+04, trn/neg_log_likelihood  1.753e+04, trn/neg_log_prior  1.448e+04, trn/lr  2.707e-07, trn/temperature  1.000e+00, val/acc 8.087e-01, val/nll 5.739e-01
[2023-02-07 07:27:25] [Cycle   6/ 30][Epoch  42/200] trn/posterior_energy  3.251e+04, trn/neg_log_likelihood  1.801e+04, trn/neg_log_prior  1.450e+04, trn/lr  2.692e-07, trn/temperature  1.000e+00, val/acc 7.955e-01, val/nll 6.060e-01
[2023-02-07 07:27:29] [Cycle   6/ 30][Epoch  43/200] trn/posterior_energy  3.251e+04, trn/neg_log_likelihood  1.794e+04, trn/neg_log_prior  1.456e+04, trn/lr  2.678e-07, trn/temperature  1.000e+00, val/acc 7.947e-01, val/nll 6.120e-01
[2023-02-07 07:27:33] [Cycle   6/ 30][Epoch  44/200] trn/posterior_energy  3.251e+04, trn/neg_log_likelihood  1.792e+04, trn/neg_log_prior  1.459e+04, trn/lr  2.663e-07, trn/temperature  1.000e+00, val/acc 8.046e-01, val/nll 5.862e-01
[2023-02-07 07:27:37] [Cycle   6/ 30][Epoch  45/200] trn/posterior_energy  3.224e+04, trn/neg_log_likelihood  1.769e+04, trn/neg_log_prior  1.455e+04, trn/lr  2.648e-07, trn/temperature  1.000e+00, val/acc 7.937e-01, val/nll 5.968e-01
[2023-02-07 07:27:41] [Cycle   6/ 30][Epoch  46/200] trn/posterior_energy  3.294e+04, trn/neg_log_likelihood  1.834e+04, trn/neg_log_prior  1.460e+04, trn/lr  2.633e-07, trn/temperature  1.000e+00, val/acc 7.987e-01, val/nll 5.865e-01
[2023-02-07 07:27:45] [Cycle   6/ 30][Epoch  47/200] trn/posterior_energy  3.232e+04, trn/neg_log_likelihood  1.762e+04, trn/neg_log_prior  1.470e+04, trn/lr  2.617e-07, trn/temperature  1.000e+00, val/acc 7.916e-01, val/nll 6.349e-01
[2023-02-07 07:27:50] [Cycle   6/ 30][Epoch  48/200] trn/posterior_energy  3.257e+04, trn/neg_log_likelihood  1.787e+04, trn/neg_log_prior  1.470e+04, trn/lr  2.601e-07, trn/temperature  1.000e+00, val/acc 7.881e-01, val/nll 6.282e-01
[2023-02-07 07:27:54] [Cycle   6/ 30][Epoch  49/200] trn/posterior_energy  3.278e+04, trn/neg_log_likelihood  1.802e+04, trn/neg_log_prior  1.476e+04, trn/lr  2.585e-07, trn/temperature  1.000e+00, val/acc 7.980e-01, val/nll 6.144e-01
[2023-02-07 07:27:58] [Cycle   6/ 30][Epoch  50/200] trn/posterior_energy  3.239e+04, trn/neg_log_likelihood  1.765e+04, trn/neg_log_prior  1.474e+04, trn/lr  2.569e-07, trn/temperature  1.000e+00, val/acc 7.991e-01, val/nll 5.836e-01
[2023-02-07 07:28:02] [Cycle   6/ 30][Epoch  51/200] trn/posterior_energy  3.213e+04, trn/neg_log_likelihood  1.740e+04, trn/neg_log_prior  1.473e+04, trn/lr  2.552e-07, trn/temperature  1.000e+00, val/acc 7.990e-01, val/nll 5.977e-01
[2023-02-07 07:28:06] [Cycle   6/ 30][Epoch  52/200] trn/posterior_energy  3.243e+04, trn/neg_log_likelihood  1.762e+04, trn/neg_log_prior  1.480e+04, trn/lr  2.535e-07, trn/temperature  1.000e+00, val/acc 8.031e-01, val/nll 5.941e-01
[2023-02-07 07:28:10] [Cycle   6/ 30][Epoch  53/200] trn/posterior_energy  3.301e+04, trn/neg_log_likelihood  1.825e+04, trn/neg_log_prior  1.477e+04, trn/lr  2.518e-07, trn/temperature  1.000e+00, val/acc 7.954e-01, val/nll 6.094e-01
[2023-02-07 07:28:14] [Cycle   6/ 30][Epoch  54/200] trn/posterior_energy  3.203e+04, trn/neg_log_likelihood  1.730e+04, trn/neg_log_prior  1.473e+04, trn/lr  2.501e-07, trn/temperature  1.000e+00, val/acc 8.125e-01, val/nll 5.585e-01
[2023-02-07 07:28:18] [Cycle   6/ 30][Epoch  55/200] trn/posterior_energy  3.255e+04, trn/neg_log_likelihood  1.781e+04, trn/neg_log_prior  1.474e+04, trn/lr  2.483e-07, trn/temperature  1.000e+00, val/acc 7.960e-01, val/nll 6.160e-01
[2023-02-07 07:28:22] [Cycle   6/ 30][Epoch  56/200] trn/posterior_energy  3.234e+04, trn/neg_log_likelihood  1.755e+04, trn/neg_log_prior  1.479e+04, trn/lr  2.465e-07, trn/temperature  1.000e+00, val/acc 8.097e-01, val/nll 5.714e-01
[2023-02-07 07:28:26] [Cycle   6/ 30][Epoch  57/200] trn/posterior_energy  3.220e+04, trn/neg_log_likelihood  1.741e+04, trn/neg_log_prior  1.479e+04, trn/lr  2.447e-07, trn/temperature  1.000e+00, val/acc 7.945e-01, val/nll 6.113e-01
[2023-02-07 07:28:30] [Cycle   6/ 30][Epoch  58/200] trn/posterior_energy  3.234e+04, trn/neg_log_likelihood  1.757e+04, trn/neg_log_prior  1.477e+04, trn/lr  2.429e-07, trn/temperature  1.000e+00, val/acc 7.926e-01, val/nll 6.192e-01
[2023-02-07 07:28:34] [Cycle   6/ 30][Epoch  59/200] trn/posterior_energy  3.195e+04, trn/neg_log_likelihood  1.730e+04, trn/neg_log_prior  1.465e+04, trn/lr  2.410e-07, trn/temperature  1.000e+00, val/acc 7.931e-01, val/nll 6.188e-01
[2023-02-07 07:28:38] [Cycle   6/ 30][Epoch  60/200] trn/posterior_energy  3.182e+04, trn/neg_log_likelihood  1.721e+04, trn/neg_log_prior  1.461e+04, trn/lr  2.391e-07, trn/temperature  1.000e+00, val/acc 7.846e-01, val/nll 6.603e-01
[2023-02-07 07:28:42] [Cycle   6/ 30][Epoch  61/200] trn/posterior_energy  3.212e+04, trn/neg_log_likelihood  1.752e+04, trn/neg_log_prior  1.459e+04, trn/lr  2.372e-07, trn/temperature  1.000e+00, val/acc 7.962e-01, val/nll 6.200e-01
[2023-02-07 07:28:47] [Cycle   6/ 30][Epoch  62/200] trn/posterior_energy  3.189e+04, trn/neg_log_likelihood  1.737e+04, trn/neg_log_prior  1.452e+04, trn/lr  2.353e-07, trn/temperature  1.000e+00, val/acc 8.080e-01, val/nll 5.769e-01
[2023-02-07 07:28:51] [Cycle   6/ 30][Epoch  63/200] trn/posterior_energy  3.147e+04, trn/neg_log_likelihood  1.702e+04, trn/neg_log_prior  1.445e+04, trn/lr  2.333e-07, trn/temperature  1.000e+00, val/acc 8.060e-01, val/nll 5.843e-01
[2023-02-07 07:28:55] [Cycle   6/ 30][Epoch  64/200] trn/posterior_energy  3.143e+04, trn/neg_log_likelihood  1.694e+04, trn/neg_log_prior  1.448e+04, trn/lr  2.314e-07, trn/temperature  1.000e+00, val/acc 8.086e-01, val/nll 5.777e-01
[2023-02-07 07:28:59] [Cycle   6/ 30][Epoch  65/200] trn/posterior_energy  3.164e+04, trn/neg_log_likelihood  1.711e+04, trn/neg_log_prior  1.453e+04, trn/lr  2.294e-07, trn/temperature  1.000e+00, val/acc 7.985e-01, val/nll 6.048e-01
[2023-02-07 07:29:03] [Cycle   6/ 30][Epoch  66/200] trn/posterior_energy  3.138e+04, trn/neg_log_likelihood  1.674e+04, trn/neg_log_prior  1.465e+04, trn/lr  2.274e-07, trn/temperature  1.000e+00, val/acc 8.048e-01, val/nll 5.836e-01
[2023-02-07 07:29:07] [Cycle   6/ 30][Epoch  67/200] trn/posterior_energy  3.176e+04, trn/neg_log_likelihood  1.720e+04, trn/neg_log_prior  1.456e+04, trn/lr  2.253e-07, trn/temperature  1.000e+00, val/acc 7.983e-01, val/nll 6.093e-01
[2023-02-07 07:29:11] [Cycle   6/ 30][Epoch  68/200] trn/posterior_energy  3.142e+04, trn/neg_log_likelihood  1.687e+04, trn/neg_log_prior  1.454e+04, trn/lr  2.233e-07, trn/temperature  1.000e+00, val/acc 8.020e-01, val/nll 5.974e-01
[2023-02-07 07:29:15] [Cycle   6/ 30][Epoch  69/200] trn/posterior_energy  3.161e+04, trn/neg_log_likelihood  1.707e+04, trn/neg_log_prior  1.455e+04, trn/lr  2.212e-07, trn/temperature  1.000e+00, val/acc 8.033e-01, val/nll 5.821e-01
[2023-02-07 07:29:19] [Cycle   6/ 30][Epoch  70/200] trn/posterior_energy  3.136e+04, trn/neg_log_likelihood  1.683e+04, trn/neg_log_prior  1.452e+04, trn/lr  2.191e-07, trn/temperature  1.000e+00, val/acc 8.000e-01, val/nll 5.908e-01
